date,contract,board,rank,member_enc,qty,chg,member
2026-03-24,CU2604,volume,4,%BD%F0%C8%F0%C6%DA%BB%F5,11037,-1361.0,金瑞期货
2026-03-24,CU2604,volume,5,%BB%AA%CC%A9%C6%DA%BB%F5,7806,713.0,华泰期货
2026-03-24,CU2604,volume,6,%BA%A3%CD%A8%C6%DA%BB%F5,4487,-369.0,海通期货
2026-03-24,CU2604,volume,7,%B9%FA%D4%AA%C6%DA%BB%F5,4237,-1879.0,国元期货
2026-03-24,CU2604,volume,8,%D5%E3%C9%CC%C6%DA%BB%F5,3790,-134.0,浙商期货
2026-03-24,CU2604,volume,9,%B9%FA%D0%C5%C6%DA%BB%F5,3397,-142.0,国信期货
2026-03-24,CU2604,volume,10,%CE%E5%BF%F3%C6%DA%BB%F5,3236,1352.0,五矿期货
2026-03-24,CU2604,volume,11,%D2%F8%BA%D3%C6%DA%BB%F5,2986,-1790.0,银河期货
2026-03-24,CU2604,volume,12,%D6%D0%CC%A9%C6%DA%BB%F5,2953,-1276.0,中泰期货
2026-03-24,CU2604,volume,13,%BB%AA%CE%C5%C6%DA%BB%F5,2895,-32.0,华闻期货
2026-03-24,CU2604,volume,14,%B9%E3%B7%A2%C6%DA%BB%F5,2807,-1697.0,广发期货
2026-03-24,CU2604,volume,15,%C9%EA%CD%F2%C6%DA%BB%F5,2093,1083.0,申万期货
2026-03-24,CU2604,volume,16,%BB%AA%F6%CE%C6%DA%BB%F5,2056,488.0,华鑫期货
2026-03-24,CU2604,volume,17,%C4%CF%BB%AA%C6%DA%BB%F5,1997,359.0,南华期货
2026-03-24,CU2604,volume,18,%B9%E2%B4%F3%C6%DA%BB%F5,1834,-920.0,光大期货
2026-03-24,CU2604,volume,19,%B9%FA%C3%B3%C6%DA%BB%F5,1685,-1123.0,国贸期货
2026-03-24,CU2604,volume,20,%B7%BD%D5%FD%D6%D0%C6%DA,1635,-159.0,方正中期
2026-03-24,CU2604,volume,999,TOTAL,124114,,TOTAL
2026-03-24,CU2604,long,1,%D6%D0%D0%C5%C6%DA%BB%F5,14354,-1731.0,中信期货
2026-03-24,CU2604,long,2,%B9%FA%CC%A9%BE%FD%B0%B2,9812,-1326.0,国泰君安
2026-03-24,CU2604,long,3,%D4%C6%B3%BF%C6%DA%BB%F5,6277,849.0,云晨期货
2026-03-24,CU2604,long,4,%BD%F0%C8%F0%C6%DA%BB%F5,5435,-1728.0,金瑞期货
2026-03-24,CU2604,long,5,%CD%AD%B9%DA%BD%F0%D4%B4,4297,-401.0,铜冠金源
2026-03-24,CU2604,long,6,%BB%AA%CC%A9%C6%DA%BB%F5,3482,-576.0,华泰期货
2026-03-24,CU2604,long,7,%B6%AB%CE%E2%C6%DA%BB%F5,3358,-45.0,东吴期货
2026-03-24,CU2604,long,8,%C4%CF%BB%AA%C6%DA%BB%F5,2824,-245.0,南华期货
2026-03-24,CU2604,long,9,%D2%F8%BA%D3%C6%DA%BB%F5,2662,-188.0,银河期货
2026-03-24,CU2604,long,10,%B9%E2%B4%F3%C6%DA%BB%F5,2506,-977.0,光大期货
2026-03-24,CU2604,long,11,%B6%AB%D6%A4%C6%DA%BB%F5,2466,-1658.0,东证期货
2026-03-24,CU2604,long,12,%B9%FA%CD%B6%C6%DA%BB%F5,2446,-296.0,国投期货
2026-03-24,CU2604,long,13,%B9%E3%B7%A2%C6%DA%BB%F5,2375,-233.0,广发期货
2026-03-24,CU2604,long,14,%D6%D0%D0%C5%BD%A8%CD%B6,2292,-59.0,中信建投
2026-03-24,CU2604,long,15,%BD%A8%D0%C5%C6%DA%BB%F5,2145,-622.0,建信期货
2026-03-24,CU2604,long,16,%B7%BD%D5%FD%D6%D0%C6%DA,2070,-155.0,方正中期
2026-03-24,CU2604,long,17,%B9%FA%C3%B3%C6%DA%BB%F5,1870,-316.0,国贸期货
2026-03-24,CU2604,long,18,%C6%BD%B0%B2%C6%DA%BB%F5,1862,-501.0,平安期货
2026-03-24,CU2604,long,19,%D6%D0%BA%BD%C6%DA%BB%F5,1706,-142.0,中航期货
2026-03-24,CU2604,long,20,%CE%E5%BF%F3%C6%DA%BB%F5,1683,-550.0,五矿期货
2026-03-24,CU2604,long,999,TOTAL,75922,,TOTAL
2026-03-24,CU2604,short,1,%B9%FA%CC%A9%BE%FD%B0%B2,12986,-2420.0,国泰君安
2026-03-24,CU2604,short,2,%D6%D0%D0%C5%C6%DA%BB%F5,12156,-1025.0,中信期货
2026-03-24,CU2604,short,3,%BD%F0%C8%F0%C6%DA%BB%F5,9796,-1802.0,金瑞期货
2026-03-24,CU2604,short,4,%D2%F8%BA%D3%C6%DA%BB%F5,6593,-486.0,银河期货
2026-03-24,CU2604,short,5,%D6%D0%C1%B8%C6%DA%BB%F5,4804,-877.0,中粮期货
2026-03-24,CU2604,short,6,%B9%E3%B7%A2%C6%DA%BB%F5,4144,-367.0,广发期货
2026-03-24,CU2604,short,7,%B9%FA%CD%B6%C6%DA%BB%F5,4101,-686.0,国投期货
2026-03-24,CU2604,short,8,%B7%BD%D5%FD%D6%D0%C6%DA,3942,-404.0,方正中期
2026-03-24,CU2604,short,9,%B6%AB%D6%A4%C6%DA%BB%F5,3593,-690.0,东证期货
2026-03-24,CU2604,short,10,%B9%FA%C3%B3%C6%DA%BB%F5,2616,-394.0,国贸期货
2026-03-24,CU2604,short,11,%B9%E2%B4%F3%C6%DA%BB%F5,2474,-210.0,光大期货
2026-03-24,CU2604,short,12,%CE%E5%BF%F3%C6%DA%BB%F5,2309,-1432.0,五矿期货
2026-03-24,CU2604,short,13,%D7%CF%BD%F0%CC%EC%B7%E7,2189,-257.0,紫金天风
2026-03-24,CU2604,short,14,%CD%AD%B9%DA%BD%F0%D4%B4,2173,-431.0,铜冠金源
2026-03-24,CU2604,short,15,%D0%CB%D2%B5%C6%DA%BB%F5,2096,-111.0,兴业期货
2026-03-24,CU2604,short,16,%D5%E3%C9%CC%C6%DA%BB%F5,1993,-396.0,浙商期货
2026-03-24,CU2604,short,17,%C8%F0%B4%EF%C6%DA%BB%F5,1967,-56.0,瑞达期货
2026-03-24,CU2604,short,18,%B9%FA%C1%AA%C6%DA%BB%F5,1913,-200.0,国联期货
2026-03-24,CU2604,short,19,%CF%C8%B7%E6%C6%DA%BB%F5,1904,-31.0,先锋期货
2026-03-24,CU2604,short,20,%BB%AA%CC%A9%C6%DA%BB%F5,1881,-120.0,华泰期货
2026-03-24,CU2604,short,999,TOTAL,85630,,TOTAL
2026-03-27,CU2604,volume,1,%B9%FA%CC%A9%BE%FD%B0%B2,17770,5219.0,国泰君安
2026-03-27,CU2604,volume,2,%D6%D0%D0%C5%C6%DA%BB%F5,11933,363.0,中信期货
2026-03-27,CU2604,volume,3,%B6%AB%D6%A4%C6%DA%BB%F5,8572,569.0,东证期货
2026-03-27,CU2604,volume,4,%BD%F0%C8%F0%C6%DA%BB%F5,6159,3276.0,金瑞期货
2026-03-27,CU2604,volume,5,%BA%A3%CD%A8%C6%DA%BB%F5,2608,603.0,海通期货
2026-03-27,CU2604,volume,6,%D2%F8%BA%D3%C6%DA%BB%F5,2377,-393.0,银河期货
2026-03-27,CU2604,volume,7,%D4%C6%B3%BF%C6%DA%BB%F5,1700,728.0,云晨期货
2026-03-27,CU2604,volume,8,%B9%E2%B4%F3%C6%DA%BB%F5,1686,537.0,光大期货
2026-03-27,CU2604,volume,9,%B9%FA%D4%AA%C6%DA%BB%F5,1678,307.0,国元期货
2026-03-27,CU2604,volume,10,%BB%AA%CE%C5%C6%DA%BB%F5,1503,222.0,华闻期货
2026-03-27,CU2604,volume,11,%B9%E3%B7%A2%C6%DA%BB%F5,1080,-28.0,广发期货
2026-03-27,CU2604,volume,12,%CE%E5%BF%F3%C6%DA%BB%F5,1064,146.0,五矿期货
2026-03-27,CU2604,volume,13,%C4%CF%BB%AA%C6%DA%BB%F5,1057,-804.0,南华期货
2026-03-27,CU2604,volume,14,%BB%AA%F6%CE%C6%DA%BB%F5,1041,-33.0,华鑫期货
2026-03-27,CU2604,volume,15,%CD%AD%B9%DA%BD%F0%D4%B4,1014,-1149.0,铜冠金源
2026-03-27,CU2604,volume,16,%CF%C8%B7%E6%C6%DA%BB%F5,905,885.0,先锋期货
2026-03-27,CU2604,volume,17,%B7%BD%D5%FD%D6%D0%C6%DA,873,-270.0,方正中期
2026-03-27,CU2604,volume,18,%BB%AA%CC%A9%C6%DA%BB%F5,867,-778.0,华泰期货
2026-03-27,CU2604,volume,19,%B9%FA%CD%B6%C6%DA%BB%F5,844,-508.0,国投期货
2026-03-27,CU2604,volume,20,%D0%CB%D2%B5%C6%DA%BB%F5,754,512.0,兴业期货
2026-03-27,CU2604,volume,999,TOTAL,65485,,TOTAL
2026-03-27,CU2604,long,1,%D6%D0%D0%C5%C6%DA%BB%F5,9806,-1489.0,中信期货
2026-03-27,CU2604,long,2,%B9%FA%CC%A9%BE%FD%B0%B2,6133,-2806.0,国泰君安
2026-03-27,CU2604,long,3,%D4%C6%B3%BF%C6%DA%BB%F5,5640,-617.0,云晨期货
2026-03-27,CU2604,long,4,%BD%F0%C8%F0%C6%DA%BB%F5,4989,-155.0,金瑞期货
2026-03-27,CU2604,long,5,%D2%F8%BA%D3%C6%DA%BB%F5,4128,345.0,银河期货
2026-03-27,CU2604,long,6,%CD%AD%B9%DA%BD%F0%D4%B4,4049,-176.0,铜冠金源
2026-03-27,CU2604,long,7,%B6%AB%CE%E2%C6%DA%BB%F5,3009,-531.0,东吴期货
2026-03-27,CU2604,long,8,%CE%E5%BF%F3%C6%DA%BB%F5,2404,112.0,五矿期货
2026-03-27,CU2604,long,9,%B9%FA%C1%AA%C6%DA%BB%F5,2277,-190.0,国联期货
2026-03-27,CU2604,long,10,%B6%AB%D6%A4%C6%DA%BB%F5,1995,-98.0,东证期货
2026-03-27,CU2604,long,11,%C4%CF%BB%AA%C6%DA%BB%F5,1913,-148.0,南华期货
2026-03-27,CU2604,long,12,%B9%E3%B7%A2%C6%DA%BB%F5,1818,-202.0,广发期货
2026-03-27,CU2604,long,13,%B9%FA%C3%B3%C6%DA%BB%F5,1759,-115.0,国贸期货
2026-03-27,CU2604,long,14,%D6%D0%D0%C5%BD%A8%CD%B6,1722,-208.0,中信建投
2026-03-27,CU2604,long,15,%B7%BD%D5%FD%D6%D0%C6%DA,1580,-129.0,方正中期
2026-03-27,CU2604,long,16,%B9%E2%B4%F3%C6%DA%BB%F5,1511,-472.0,光大期货
2026-03-27,CU2604,long,17,%D6%D0%BA%BD%C6%DA%BB%F5,1475,-7.0,中航期货
2026-03-27,CU2604,long,18,%BB%AA%CC%A9%C6%DA%BB%F5,1450,-337.0,华泰期货
2026-03-27,CU2604,long,19,%BD%A8%D0%C5%C6%DA%BB%F5,1019,-194.0,建信期货
2026-03-27,CU2604,long,20,%B9%FA%CD%B6%C6%DA%BB%F5,947,-363.0,国投期货
2026-03-27,CU2604,long,999,TOTAL,59624,,TOTAL
2026-03-27,CU2604,short,1,%B9%FA%CC%A9%BE%FD%B0%B2,10421,-1756.0,国泰君安
2026-03-27,CU2604,short,2,%D6%D0%D0%C5%C6%DA%BB%F5,9380,-696.0,中信期货
2026-03-27,CU2604,short,3,%BD%F0%C8%F0%C6%DA%BB%F5,7836,-442.0,金瑞期货
2026-03-27,CU2604,short,4,%D2%F8%BA%D3%C6%DA%BB%F5,5298,-720.0,银河期货
2026-03-27,CU2604,short,5,%D6%D0%C1%B8%C6%DA%BB%F5,4175,-414.0,中粮期货
2026-03-27,CU2604,short,6,%B9%FA%CD%B6%C6%DA%BB%F5,3635,259.0,国投期货
2026-03-27,CU2604,short,7,%B9%E3%B7%A2%C6%DA%BB%F5,3314,-520.0,广发期货
2026-03-27,CU2604,short,8,%B9%FA%C3%B3%C6%DA%BB%F5,2680,-147.0,国贸期货
2026-03-27,CU2604,short,9,%D7%CF%BD%F0%CC%EC%B7%E7,2218,49.0,紫金天风
2026-03-27,CU2604,short,10,%B7%BD%D5%FD%D6%D0%C6%DA,2134,-570.0,方正中期
2026-03-27,CU2604,short,11,%B6%AB%D6%A4%C6%DA%BB%F5,1681,-1672.0,东证期货
2026-03-27,CU2604,short,12,%CD%AD%B9%DA%BD%F0%D4%B4,1640,46.0,铜冠金源
2026-03-27,CU2604,short,13,%C8%F0%B4%EF%C6%DA%BB%F5,1640,-37.0,瑞达期货
2026-03-27,CU2604,short,14,%D0%CB%D2%B5%C6%DA%BB%F5,1568,-432.0,兴业期货
2026-03-27,CU2604,short,15,%D5%E3%C9%CC%C6%DA%BB%F5,1554,-199.0,浙商期货
2026-03-27,CU2604,short,16,%B9%E2%B4%F3%C6%DA%BB%F5,1387,-898.0,光大期货
2026-03-27,CU2604,short,17,%D4%C6%B3%BF%C6%DA%BB%F5,1219,613.0,云晨期货
2026-03-27,CU2604,short,18,%CE%E5%BF%F3%C6%DA%BB%F5,1216,-550.0,五矿期货
2026-03-27,CU2604,short,19,%B9%FA%C1%AA%C6%DA%BB%F5,1210,-197.0,国联期货
2026-03-27,CU2604,short,20,%BD%A8%D0%C5%C6%DA%BB%F5,1123,16.0,建信期货
2026-03-27,CU2604,short,999,TOTAL,65329,,TOTAL
2026-03-30,CU2604,volume,1,%B9%FA%CC%A9%BE%FD%B0%B2,12763,-5007.0,国泰君安
2026-03-30,CU2604,volume,2,%D6%D0%D0%C5%C6%DA%BB%F5,9435,-2498.0,中信期货
2026-03-30,CU2604,volume,3,%B6%AB%D6%A4%C6%DA%BB%F5,4516,-4056.0,东证期货
2026-03-30,CU2604,volume,4,%BD%F0%C8%F0%C6%DA%BB%F5,4401,-1758.0,金瑞期货
2026-03-30,CU2604,volume,5,%D4%C6%B3%BF%C6%DA%BB%F5,2971,1271.0,云晨期货
2026-03-30,CU2604,volume,6,%BA%A3%CD%A8%C6%DA%BB%F5,1842,-766.0,海通期货
2026-03-30,CU2604,volume,7,%D2%F8%BA%D3%C6%DA%BB%F5,1812,-565.0,银河期货
2026-03-30,CU2604,volume,8,%B9%E3%B7%A2%C6%DA%BB%F5,1266,186.0,广发期货
2026-03-30,CU2604,volume,9,%CE%EF%B2%FA%D6%D0%B4%F3,1254,1021.0,物产中大
2026-03-30,CU2604,volume,10,%CD%AD%B9%DA%BD%F0%D4%B4,1236,222.0,铜冠金源
2026-03-30,CU2604,volume,11,%B9%FA%D4%AA%C6%DA%BB%F5,1093,-585.0,国元期货
2026-03-30,CU2604,volume,12,%B9%E2%B4%F3%C6%DA%BB%F5,1061,-625.0,光大期货
2026-03-30,CU2604,volume,13,%BB%AA%CE%C5%C6%DA%BB%F5,932,-571.0,华闻期货
2026-03-30,CU2604,volume,14,%B9%FA%CD%B6%C6%DA%BB%F5,909,65.0,国投期货
2026-03-30,CU2604,volume,15,%D5%E3%C9%CC%C6%DA%BB%F5,892,473.0,浙商期货
2026-03-30,CU2604,volume,16,%C4%CF%BB%AA%C6%DA%BB%F5,883,-174.0,南华期货
2026-03-30,CU2604,volume,17,%B7%BD%D5%FD%D6%D0%C6%DA,758,-115.0,方正中期
2026-03-30,CU2604,volume,18,%BB%AA%F6%CE%C6%DA%BB%F5,745,-296.0,华鑫期货
2026-03-30,CU2604,volume,19,%B1%A6%B3%C7%C6%DA%BB%F5,679,-63.0,宝城期货
2026-03-30,CU2604,volume,20,%D6%D0%D2%F8%C6%DA%BB%F5,678,14.0,中银期货
2026-03-30,CU2604,volume,999,TOTAL,50126,,TOTAL
2026-03-30,CU2604,long,1,%D6%D0%D0%C5%C6%DA%BB%F5,8726,-1080.0,中信期货
2026-03-30,CU2604,long,2,%B9%FA%CC%A9%BE%FD%B0%B2,5251,-882.0,国泰君安
2026-03-30,CU2604,long,3,%CD%AD%B9%DA%BD%F0%D4%B4,4052,3.0,铜冠金源
2026-03-30,CU2604,long,4,%BD%F0%C8%F0%C6%DA%BB%F5,3981,-1008.0,金瑞期货
2026-03-30,CU2604,long,5,%D2%F8%BA%D3%C6%DA%BB%F5,3735,-393.0,银河期货
2026-03-30,CU2604,long,6,%D4%C6%B3%BF%C6%DA%BB%F5,3670,-1970.0,云晨期货
2026-03-30,CU2604,long,7,%B6%AB%CE%E2%C6%DA%BB%F5,3116,107.0,东吴期货
2026-03-30,CU2604,long,8,%CE%E5%BF%F3%C6%DA%BB%F5,2603,199.0,五矿期货
2026-03-30,CU2604,long,9,%C4%CF%BB%AA%C6%DA%BB%F5,1819,-94.0,南华期货
2026-03-30,CU2604,long,10,%B6%AB%D6%A4%C6%DA%BB%F5,1774,-221.0,东证期货
2026-03-30,CU2604,long,11,%B9%FA%C1%AA%C6%DA%BB%F5,1719,-558.0,国联期货
2026-03-30,CU2604,long,12,%B9%E3%B7%A2%C6%DA%BB%F5,1648,-170.0,广发期货
2026-03-30,CU2604,long,13,%B9%FA%C3%B3%C6%DA%BB%F5,1551,-208.0,国贸期货
2026-03-30,CU2604,long,14,%B7%BD%D5%FD%D6%D0%C6%DA,1494,-86.0,方正中期
2026-03-30,CU2604,long,15,%D6%D0%D0%C5%BD%A8%CD%B6,1467,-255.0,中信建投
2026-03-30,CU2604,long,16,%B9%E2%B4%F3%C6%DA%BB%F5,1452,-59.0,光大期货
2026-03-30,CU2604,long,17,%D6%D0%BA%BD%C6%DA%BB%F5,1373,-102.0,中航期货
2026-03-30,CU2604,long,18,%BB%AA%CC%A9%C6%DA%BB%F5,1368,-82.0,华泰期货
2026-03-30,CU2604,long,19,%B4%B4%D4%AA%C6%DA%BB%F5,863,-62.0,创元期货
2026-03-30,CU2604,long,20,%D6%D0%C1%B8%C6%DA%BB%F5,857,-3.0,中粮期货
2026-03-30,CU2604,long,999,TOTAL,52519,,TOTAL
2026-03-30,CU2604,short,1,%B9%FA%CC%A9%BE%FD%B0%B2,8658,-1763.0,国泰君安
2026-03-30,CU2604,short,2,%D6%D0%D0%C5%C6%DA%BB%F5,8351,-1029.0,中信期货
2026-03-30,CU2604,short,3,%BD%F0%C8%F0%C6%DA%BB%F5,7029,-807.0,金瑞期货
2026-03-30,CU2604,short,4,%D2%F8%BA%D3%C6%DA%BB%F5,5285,-13.0,银河期货
2026-03-30,CU2604,short,5,%D6%D0%C1%B8%C6%DA%BB%F5,3980,-195.0,中粮期货
2026-03-30,CU2604,short,6,%B9%FA%CD%B6%C6%DA%BB%F5,3133,-502.0,国投期货
2026-03-30,CU2604,short,7,%B9%E3%B7%A2%C6%DA%BB%F5,2980,-334.0,广发期货
2026-03-30,CU2604,short,8,%B9%FA%C3%B3%C6%DA%BB%F5,2568,-112.0,国贸期货
2026-03-30,CU2604,short,9,%D7%CF%BD%F0%CC%EC%B7%E7,2050,-168.0,紫金天风
2026-03-30,CU2604,short,10,%B6%AB%D6%A4%C6%DA%BB%F5,1816,135.0,东证期货
2026-03-30,CU2604,short,11,%B7%BD%D5%FD%D6%D0%C6%DA,1536,-598.0,方正中期
2026-03-30,CU2604,short,12,%C8%F0%B4%EF%C6%DA%BB%F5,1479,-161.0,瑞达期货
2026-03-30,CU2604,short,13,%D0%CB%D2%B5%C6%DA%BB%F5,1445,-123.0,兴业期货
2026-03-30,CU2604,short,14,%CD%AD%B9%DA%BD%F0%D4%B4,1213,-427.0,铜冠金源
2026-03-30,CU2604,short,15,%B9%FA%C1%AA%C6%DA%BB%F5,1185,-25.0,国联期货
2026-03-30,CU2604,short,16,%CE%E5%BF%F3%C6%DA%BB%F5,1129,-87.0,五矿期货
2026-03-30,CU2604,short,17,%BD%A8%D0%C5%C6%DA%BB%F5,1095,-28.0,建信期货
2026-03-30,CU2604,short,18,%C9%BD%BD%F0%C6%DA%BB%F5,936,-4.0,山金期货
2026-03-30,CU2604,short,19,%B9%E2%B4%F3%C6%DA%BB%F5,929,-458.0,光大期货
2026-03-30,CU2604,short,20,%D4%C6%B3%BF%C6%DA%BB%F5,816,-403.0,云晨期货
2026-03-30,CU2604,short,999,TOTAL,57613,,TOTAL
2026-04-01,CU2604,volume,1,%BD%F0%C8%F0%C6%DA%BB%F5,5810,-76.0,金瑞期货
2026-04-01,CU2604,volume,2,%D6%D0%D0%C5%C6%DA%BB%F5,5745,-333.0,中信期货
2026-04-01,CU2604,volume,3,%B6%AB%D6%A4%C6%DA%BB%F5,3537,-1352.0,东证期货
2026-04-01,CU2604,volume,4,%D7%CF%BD%F0%CC%EC%B7%E7,2720,2143.0,紫金天风
2026-04-01,CU2604,volume,5,%B9%FA%CC%A9%BE%FD%B0%B2,1960,-4082.0,国泰君安
2026-04-01,CU2604,volume,6,%B9%FA%C3%B3%C6%DA%BB%F5,1605,521.0,国贸期货
2026-04-01,CU2604,volume,7,%D2%F8%BA%D3%C6%DA%BB%F5,1495,-962.0,银河期货
2026-04-01,CU2604,volume,8,%B9%E2%B4%F3%C6%DA%BB%F5,1325,577.0,光大期货
2026-04-01,CU2604,volume,9,%C9%EA%CD%F2%C6%DA%BB%F5,1235,933.0,申万期货
2026-04-01,CU2604,volume,10,%CE%EF%B2%FA%D6%D0%B4%F3,1150,-580.0,物产中大
2026-04-01,CU2604,volume,11,%BB%AA%CE%C5%C6%DA%BB%F5,1115,352.0,华闻期货
2026-04-01,CU2604,volume,12,%B4%B4%D4%AA%C6%DA%BB%F5,1090,763.0,创元期货
2026-04-01,CU2604,volume,13,%D4%C6%B3%BF%C6%DA%BB%F5,950,-2414.0,云晨期货
2026-04-01,CU2604,volume,14,%CD%AD%B9%DA%BD%F0%D4%B4,865,-888.0,铜冠金源
2026-04-01,CU2604,volume,15,%B7%BD%D5%FD%D6%D0%C6%DA,845,219.0,方正中期
2026-04-01,CU2604,volume,16,%BB%AA%F6%CE%C6%DA%BB%F5,745,-269.0,华鑫期货
2026-04-01,CU2604,volume,17,%D6%D0%CC%A9%C6%DA%BB%F5,729,153.0,中泰期货
2026-04-01,CU2604,volume,18,%D6%D0%C1%B8%C6%DA%BB%F5,705,-284.0,中粮期货
2026-04-01,CU2604,volume,19,%B9%FA%D4%AA%C6%DA%BB%F5,610,-169.0,国元期货
2026-04-01,CU2604,volume,20,%C8%F0%B4%EF%C6%DA%BB%F5,610,505.0,瑞达期货
2026-04-01,CU2604,volume,999,TOTAL,34846,,TOTAL
2026-04-01,CU2604,long,1,%D6%D0%D0%C5%C6%DA%BB%F5,5130,-2280.0,中信期货
2026-04-01,CU2604,long,2,%BD%F0%C8%F0%C6%DA%BB%F5,4115,615.0,金瑞期货
2026-04-01,CU2604,long,3,%D2%F8%BA%D3%C6%DA%BB%F5,3740,165.0,银河期货
2026-04-01,CU2604,long,4,%B9%FA%CC%A9%BE%FD%B0%B2,3690,-325.0,国泰君安
2026-04-01,CU2604,long,5,%CD%AD%B9%DA%BD%F0%D4%B4,3640,-35.0,铜冠金源
2026-04-01,CU2604,long,6,%B6%AB%CE%E2%C6%DA%BB%F5,2700,-145.0,东吴期货
2026-04-01,CU2604,long,7,%CE%E5%BF%F3%C6%DA%BB%F5,2295,-200.0,五矿期货
2026-04-01,CU2604,long,8,%D4%C6%B3%BF%C6%DA%BB%F5,2150,-275.0,云晨期货
2026-04-01,CU2604,long,9,%B6%AB%D6%A4%C6%DA%BB%F5,1700,-147.0,东证期货
2026-04-01,CU2604,long,10,%B9%FA%C1%AA%C6%DA%BB%F5,1655,-40.0,国联期货
2026-04-01,CU2604,long,11,%C4%CF%BB%AA%C6%DA%BB%F5,1380,-320.0,南华期货
2026-04-01,CU2604,long,12,%BB%AA%F6%CE%C6%DA%BB%F5,1330,476.0,华鑫期货
2026-04-01,CU2604,long,13,%B9%E3%B7%A2%C6%DA%BB%F5,1290,-35.0,广发期货
2026-04-01,CU2604,long,14,%B9%E2%B4%F3%C6%DA%BB%F5,1210,-340.0,光大期货
2026-04-01,CU2604,long,15,%B9%FA%C3%B3%C6%DA%BB%F5,1165,-90.0,国贸期货
2026-04-01,CU2604,long,16,%BB%AA%CC%A9%C6%DA%BB%F5,1020,-235.0,华泰期货
2026-04-01,CU2604,long,17,%D6%D0%D0%C5%BD%A8%CD%B6,920,-186.0,中信建投
2026-04-01,CU2604,long,18,%BD%A8%D0%C5%C6%DA%BB%F5,915,30.0,建信期货
2026-04-01,CU2604,long,19,%D6%D0%C1%B8%C6%DA%BB%F5,845,0.0,中粮期货
2026-04-01,CU2604,long,20,%B7%BD%D5%FD%D6%D0%C6%DA,790,-335.0,方正中期
2026-04-01,CU2604,long,999,TOTAL,41680,,TOTAL
2026-04-01,CU2604,short,1,%B9%FA%CC%A9%BE%FD%B0%B2,6795,-765.0,国泰君安
2026-04-01,CU2604,short,2,%D6%D0%D0%C5%C6%DA%BB%F5,5960,-1175.0,中信期货
2026-04-01,CU2604,short,3,%BD%F0%C8%F0%C6%DA%BB%F5,5235,-1225.0,金瑞期货
2026-04-01,CU2604,short,4,%D2%F8%BA%D3%C6%DA%BB%F5,4780,120.0,银河期货
2026-04-01,CU2604,short,5,%B9%FA%CD%B6%C6%DA%BB%F5,2735,-270.0,国投期货
2026-04-01,CU2604,short,6,%D6%D0%C1%B8%C6%DA%BB%F5,2400,-705.0,中粮期货
2026-04-01,CU2604,short,7,%B9%E3%B7%A2%C6%DA%BB%F5,2355,-210.0,广发期货
2026-04-01,CU2604,short,8,%B9%FA%C3%B3%C6%DA%BB%F5,1755,-575.0,国贸期货
2026-04-01,CU2604,short,9,%B6%AB%D6%A4%C6%DA%BB%F5,1650,-60.0,东证期货
2026-04-01,CU2604,short,10,%D7%CF%BD%F0%CC%EC%B7%E7,1625,-765.0,紫金天风
2026-04-01,CU2604,short,11,%D0%CB%D2%B5%C6%DA%BB%F5,1145,-50.0,兴业期货
2026-04-01,CU2604,short,12,%CE%E5%BF%F3%C6%DA%BB%F5,1125,0.0,五矿期货
2026-04-01,CU2604,short,13,%C9%BD%BD%F0%C6%DA%BB%F5,1070,150.0,山金期货
2026-04-01,CU2604,short,14,%C8%F0%B4%EF%C6%DA%BB%F5,1025,-435.0,瑞达期货
2026-04-01,CU2604,short,15,%B9%E2%B4%F3%C6%DA%BB%F5,950,215.0,光大期货
2026-04-01,CU2604,short,16,%BD%A8%D0%C5%C6%DA%BB%F5,840,-245.0,建信期货
2026-04-01,CU2604,short,17,%B7%BD%D5%FD%D6%D0%C6%DA,815,-510.0,方正中期
2026-04-01,CU2604,short,18,%B9%FA%C1%AA%C6%DA%BB%F5,755,0.0,国联期货
2026-04-01,CU2604,short,19,%C2%F5%BF%C6%C6%DA%BB%F5,615,0.0,迈科期货
2026-04-01,CU2604,short,20,%BB%AA%CC%A9%C6%DA%BB%F5,550,-35.0,华泰期货
2026-04-01,CU2604,short,999,TOTAL,44180,,TOTAL
2026-04-02,CU2604,volume,1,%D6%D0%D0%C5%C6%DA%BB%F5,4845,-900.0,中信期货
2026-04-02,CU2604,volume,2,%D2%F8%BA%D3%C6%DA%BB%F5,3360,1865.0,银河期货
2026-04-02,CU2604,volume,3,%B9%FA%CC%A9%BE%FD%B0%B2,3170,1210.0,国泰君安
2026-04-02,CU2604,volume,4,%BD%F0%C8%F0%C6%DA%BB%F5,3070,-2740.0,金瑞期货
2026-04-02,CU2604,volume,5,%B6%AB%D6%A4%C6%DA%BB%F5,2720,-817.0,东证期货
2026-04-02,CU2604,volume,6,%B9%FA%C3%B3%C6%DA%BB%F5,1575,-30.0,国贸期货
2026-04-02,CU2604,volume,7,%D7%CF%BD%F0%CC%EC%B7%E7,1485,-1235.0,紫金天风
2026-04-02,CU2604,volume,8,%D4%C6%B3%BF%C6%DA%BB%F5,1385,435.0,云晨期货
2026-04-02,CU2604,volume,9,%CE%EF%B2%FA%D6%D0%B4%F3,1335,185.0,物产中大
2026-04-02,CU2604,volume,10,%B9%FA%CD%B6%C6%DA%BB%F5,1075,585.0,国投期货
2026-04-02,CU2604,volume,11,%B9%FA%C1%AA%C6%DA%BB%F5,950,850.0,国联期货
